state_code,state_name,sex,urban,age_group,education,prevalence_pct,lower,upper,est_cases,population
IN-HR,Haryana,Male,Rural,70-74,Higher,2.74,2.25,3.34,871,31824
IN-HR,Haryana,Male,Rural,75-79,All,8.99,7.37,10.97,14304,159120
IN-HR,Haryana,Male,Rural,75-79,None,12.59,10.32,15.36,4006,31824
IN-HR,Haryana,Male,Rural,75-79,Primary,9.44,7.74,11.52,3004,31824
IN-HR,Haryana,Male,Rural,75-79,Middle,7.19,5.90,8.77,2288,31824
IN-HR,Haryana,Male,Rural,75-79,Secondary,5.39,4.42,6.58,1715,31824
IN-HR,Haryana,Male,Rural,75-79,Higher,4.05,3.32,4.94,1288,31824
IN-HR,Haryana,Male,Rural,80-84,All,12.69,10.41,15.48,20192,159120
IN-HR,Haryana,Male,Rural,80-84,None,17.77,14.57,21.68,5655,31824
IN-HR,Haryana,Male,Rural,80-84,Primary,13.33,10.93,16.26,4242,31824
IN-HR,Haryana,Male,Rural,80-84,Middle,10.15,8.32,12.38,3230,31824
IN-HR,Haryana,Male,Rural,80-84,Secondary,7.62,6.25,9.30,2424,31824
IN-HR,Haryana,Male,Rural,80-84,Higher,5.71,4.68,6.97,1817,31824
IN-HR,Haryana,Male,Rural,85+,All,17.45,14.31,21.29,27766,159120
IN-HR,Haryana,Male,Rural,85+,None,24.43,20.03,29.80,7774,31824
IN-HR,Haryana,Male,Rural,85+,Primary,18.33,15.03,22.36,5833,31824
IN-HR,Haryana,Male,Rural,85+,Middle,13.96,11.45,17.03,4442,31824
IN-HR,Haryana,Male,Rural,85+,Secondary,10.47,8.59,12.77,3331,31824
IN-HR,Haryana,Male,Rural,85+,Higher,7.85,6.44,9.58,2498,31824
IN-HR,Haryana,Female,All,60+,All,5.86,4.81,7.15,76180,1300000
IN-HR,Haryana,Female,All,60+,None,8.21,6.73,10.02,21346,260000
IN-HR,Haryana,Female,All,60+,Primary,6.16,5.05,7.52,16016,260000
IN-HR,Haryana,Female,All,60+,Middle,4.69,3.85,5.72,12194,260000
IN-HR,Haryana,Female,All,60+,Secondary,3.52,2.89,4.29,9152,260000
IN-HR,Haryana,Female,All,60+,Higher,2.64,2.16,3.22,6864,260000
IN-HR,Haryana,Female,All,60-64,All,2.64,2.16,3.22,6177,234000
IN-HR,Haryana,Female,All,60-64,None,3.69,3.03,4.50,1726,46800
IN-HR,Haryana,Female,All,60-64,Primary,2.77,2.27,3.38,1296,46800
IN-HR,Haryana,Female,All,60-64,Middle,2.11,1.73,2.57,987,46800
IN-HR,Haryana,Female,All,60-64,Secondary,1.58,1.30,1.93,739,46800
IN-HR,Haryana,Female,All,60-64,Higher,1.19,0.98,1.45,556,46800
IN-HR,Haryana,Female,All,65-69,All,4.40,3.61,5.37,10296,234000
IN-HR,Haryana,Female,All,65-69,None,6.16,5.05,7.52,2882,46800
IN-HR,Haryana,Female,All,65-69,Primary,4.62,3.79,5.64,2162,46800
IN-HR,Haryana,Female,All,65-69,Middle,3.52,2.89,4.29,1647,46800
IN-HR,Haryana,Female,All,65-69,Secondary,2.64,2.16,3.22,1235,46800
IN-HR,Haryana,Female,All,65-69,Higher,1.98,1.62,2.42,926,46800
IN-HR,Haryana,Female,All,70-74,All,6.74,5.53,8.22,15771,234000
IN-HR,Haryana,Female,All,70-74,None,9.44,7.74,11.52,4417,46800
IN-HR,Haryana,Female,All,70-74,Primary,7.08,5.81,8.64,3313,46800
IN-HR,Haryana,Female,All,70-74,Middle,5.40,4.43,6.59,2527,46800
IN-HR,Haryana,Female,All,70-74,Secondary,4.05,3.32,4.94,1895,46800
IN-HR,Haryana,Female,All,70-74,Higher,3.04,2.49,3.71,1422,46800
IN-HR,Haryana,Female,All,75-79,All,9.97,8.18,12.16,23329,234000
IN-HR,Haryana,Female,All,75-79,None,13.96,11.45,17.03,6533,46800
IN-HR,Haryana,Female,All,75-79,Primary,10.47,8.59,12.77,4899,46800
IN-HR,Haryana,Female,All,75-79,Middle,7.98,6.54,9.74,3734,46800
IN-HR,Haryana,Female,All,75-79,Secondary,5.98,4.90,7.30,2798,46800
IN-HR,Haryana,Female,All,75-79,Higher,4.49,3.68,5.48,2101,46800
IN-HR,Haryana,Female,All,80-84,All,14.08,11.55,17.18,32947,234000
IN-HR,Haryana,Female,All,80-84,None,19.71,16.16,24.05,9224,46800
IN-HR,Haryana,Female,All,80-84,Primary,14.78,12.12,18.03,6917,46800
IN-HR,Haryana,Female,All,80-84,Middle,11.26,9.23,13.74,5269,46800
IN-HR,Haryana,Female,All,80-84,Secondary,8.45,6.93,10.31,3954,46800
IN-HR,Haryana,Female,All,80-84,Higher,6.33,5.19,7.72,2962,46800
IN-HR,Haryana,Female,All,85+,All,19.35,15.87,23.61,45279,234000
IN-HR,Haryana,Female,All,85+,None,27.10,22.22,33.06,12682,46800
IN-HR,Haryana,Female,All,85+,Primary,20.32,16.66,24.79,9509,46800
IN-HR,Haryana,Female,All,85+,Middle,15.48,12.69,18.89,7244,46800
IN-HR,Haryana,Female,All,85+,Secondary,11.61,9.52,14.16,5433,46800
IN-HR,Haryana,Female,All,85+,Higher,8.71,7.14,10.63,4076,46800
IN-HR,Haryana,Female,Urban,60+,All,4.81,3.94,5.87,20009,416000
IN-HR,Haryana,Female,Urban,60+,None,6.73,5.52,8.21,5599,83200
IN-HR,Haryana,Female,Urban,60+,Primary,5.05,4.14,6.16,4201,83200
IN-HR,Haryana,Female,Urban,60+,Middle,3.85,3.16,4.70,3203,83200
IN-HR,Haryana,Female,Urban,60+,Secondary,2.89,2.37,3.53,2404,83200
IN-HR,Haryana,Female,Urban,60+,Higher,2.16,1.77,2.64,1797,83200
IN-HR,Haryana,Female,Urban,60-64,All,2.16,1.77,2.64,1617,74880
IN-HR,Haryana,Female,Urban,60-64,None,3.03,2.48,3.70,453,14976
IN-HR,Haryana,Female,Urban,60-64,Primary,2.27,1.86,2.77,339,14976
IN-HR,Haryana,Female,Urban,60-64,Middle,1.73,1.42,2.11,259,14976
IN-HR,Haryana,Female,Urban,60-64,Secondary,1.30,1.07,1.59,194,14976
IN-HR,Haryana,Female,Urban,60-64,Higher,1.00,0.82,1.22,149,14976
IN-HR,Haryana,Female,Urban,65-69,All,3.61,2.96,4.40,2703,74880
IN-HR,Haryana,Female,Urban,65-69,None,5.05,4.14,6.16,756,14976
IN-HR,Haryana,Female,Urban,65-69,Primary,3.79,3.11,4.62,567,14976
IN-HR,Haryana,Female,Urban,65-69,Middle,2.89,2.37,3.53,432,14976
IN-HR,Haryana,Female,Urban,65-69,Secondary,2.16,1.77,2.64,323,14976
IN-HR,Haryana,Female,Urban,65-69,Higher,1.62,1.33,1.98,242,14976
IN-HR,Haryana,Female,Urban,70-74,All,5.53,4.53,6.75,4140,74880
IN-HR,Haryana,Female,Urban,70-74,None,7.74,6.35,9.44,1159,14976
IN-HR,Haryana,Female,Urban,70-74,Primary,5.81,4.76,7.09,870,14976
IN-HR,Haryana,Female,Urban,70-74,Middle,4.42,3.62,5.39,661,14976
IN-HR,Haryana,Female,Urban,70-74,Secondary,3.32,2.72,4.05,497,14976
IN-HR,Haryana,Female,Urban,70-74,Higher,2.49,2.04,3.04,372,14976
IN-HR,Haryana,Female,Urban,75-79,All,8.18,6.71,9.98,6125,74880
IN-HR,Haryana,Female,Urban,75-79,None,11.45,9.39,13.97,1714,14976
IN-HR,Haryana,Female,Urban,75-79,Primary,8.58,7.04,10.47,1284,14976
IN-HR,Haryana,Female,Urban,75-79,Middle,6.54,5.36,7.98,979,14976
IN-HR,Haryana,Female,Urban,75-79,Secondary,4.91,4.03,5.99,735,14976
IN-HR,Haryana,Female,Urban,75-79,Higher,3.68,3.02,4.49,551,14976
IN-HR,Haryana,Female,Urban,80-84,All,11.54,9.46,14.08,8641,74880
IN-HR,Haryana,Female,Urban,80-84,None,16.16,13.25,19.72,2420,14976
IN-HR,Haryana,Female,Urban,80-84,Primary,12.12,9.94,14.79,1815,14976
IN-HR,Haryana,Female,Urban,80-84,Middle,9.23,7.57,11.26,1382,14976
IN-HR,Haryana,Female,Urban,80-84,Secondary,6.93,5.68,8.45,1037,14976
IN-HR,Haryana,Female,Urban,80-84,Higher,5.19,4.26,6.33,777,14976
IN-HR,Haryana,Female,Urban,85+,All,15.87,13.01,19.36,11883,74880
IN-HR,Haryana,Female,Urban,85+,None,22.22,18.22,27.11,3327,14976
IN-HR,Haryana,Female,Urban,85+,Primary,16.66,13.66,20.33,2495,14976
IN-HR,Haryana,Female,Urban,85+,Middle,12.70,10.41,15.49,1901,14976
IN-HR,Haryana,Female,Urban,85+,Secondary,9.52,7.81,11.61,1425,14976
IN-HR,Haryana,Female,Urban,85+,Higher,7.14,5.85,8.71,1069,14976
IN-HR,Haryana,Female,Rural,60+,All,7.16,5.87,8.74,63294,884000
IN-HR,Haryana,Female,Rural,60+,None,10.02,8.22,12.22,17715,176800
IN-HR,Haryana,Female,Rural,60+,Primary,7.51,6.16,9.16,13277,176800
IN-HR,Haryana,Female,Rural,60+,Middle,5.72,4.69,6.98,10112,176800
IN-HR,Haryana,Female,Rural,60+,Secondary,4.29,3.52,5.23,7584,176800
IN-HR,Haryana,Female,Rural,60+,Higher,3.22,2.64,3.93,5692,176800
IN-HR,Haryana,Female,Rural,60-64,All,3.22,2.64,3.93,5123,159120
IN-HR,Haryana,Female,Rural,60-64,None,4.51,3.70,5.50,1435,31824
IN-HR,Haryana,Female,Rural,60-64,Primary,3.38,2.77,4.12,1075,31824
IN-HR,Haryana,Female,Rural,60-64,Middle,2.58,2.12,3.15,821,31824
IN-HR,Haryana,Female,Rural,60-64,Secondary,1.93,1.58,2.35,614,31824
IN-HR,Haryana,Female,Rural,60-64,Higher,1.45,1.19,1.77,461,31824
IN-HR,Haryana,Female,Rural,65-69,All,5.37,4.40,6.55,8544,159120
IN-HR,Haryana,Female,Rural,65-69,None,7.51,6.16,9.16,2389,31824
IN-HR,Haryana,Female,Rural,65-69,Primary,5.63,4.62,6.87,1791,31824
IN-HR,Haryana,Female,Rural,65-69,Middle,4.29,3.52,5.23,1365,31824
IN-HR,Haryana,Female,Rural,65-69,Secondary,3.22,2.64,3.93,1024,31824
IN-HR,Haryana,Female,Rural,65-69,Higher,2.41,1.98,2.94,766,31824
IN-HR,Haryana,Female,Rural,70-74,All,8.23,6.75,10.04,13095,159120
IN-HR,Haryana,Female,Rural,70-74,None,11.52,9.45,14.05,3666,31824
IN-HR,Haryana,Female,Rural,70-74,Primary,8.64,7.08,10.54,2749,31824
IN-HR,Haryana,Female,Rural,70-74,Middle,6.58,5.40,8.03,2094,31824
IN-HR,Haryana,Female,Rural,70-74,Secondary,4.94,4.05,6.03,1572,31824
IN-HR,Haryana,Female,Rural,70-74,Higher,3.70,3.03,4.51,1177,31824
IN-HR,Haryana,Female,Rural,75-79,All,12.16,9.97,14.84,19348,159120
IN-HR,Haryana,Female,Rural,75-79,None,17.03,13.96,20.78,5419,31824
IN-HR,Haryana,Female,Rural,75-79,Primary,12.77,10.47,15.58,4063,31824
IN-HR,Haryana,Female,Rural,75-79,Middle,9.73,7.98,11.87,3096,31824
IN-HR,Haryana,Female,Rural,75-79,Secondary,7.30,5.99,8.91,2323,31824
IN-HR,Haryana,Female,Rural,75-79,Higher,5.47,4.49,6.67,1740,31824
IN-HR,Haryana,Female,Rural,80-84,All,17.17,14.08,20.95,27320,159120
IN-HR,Haryana,Female,Rural,80-84,None,24.04,19.71,29.33,7650,31824
IN-HR,Haryana,Female,Rural,80-84,Primary,18.03,14.78,22.00,5737,31824
IN-HR,Haryana,Female,Rural,80-84,Middle,13.74,11.27,16.76,4372,31824
IN-HR,Haryana,Female,Rural,80-84,Secondary,10.30,8.45,12.57,3277,31824
IN-HR,Haryana,Female,Rural,80-84,Higher,7.73,6.34,9.43,2459,31824
IN-HR,Haryana,Female,Rural,85+,All,23.61,19.36,28.80,37568,159120
IN-HR,Haryana,Female,Rural,85+,None,33.06,27.11,40.33,10521,31824
IN-HR,Haryana,Female,Rural,85+,Primary,24.79,20.33,30.24,7889,31824
IN-HR,Haryana,Female,Rural,85+,Middle,18.89,15.49,23.05,6011,31824
IN-HR,Haryana,Female,Rural,85+,Secondary,14.17,11.62,17.29,4509,31824
IN-HR,Haryana,Female,Rural,85+,Higher,10.63,8.72,12.97,3382,31824
IN-UT,Uttarakhand,Both,All,60+,All,5.00,4.10,6.10,55000,1100000
IN-UT,Uttarakhand,Both,All,60+,None,7.00,5.74,8.54,15400,220000
IN-UT,Uttarakhand,Both,All,60+,Primary,5.25,4.31,6.41,11550,220000
IN-UT,Uttarakhand,Both,All,60+,Middle,4.00,3.28,4.88,8800,220000
IN-UT,Uttarakhand,Both,All,60+,Secondary,3.00,2.46,3.66,6600,220000
IN-UT,Uttarakhand,Both,All,60+,Higher,2.25,1.85,2.75,4950,220000
IN-UT,Uttarakhand,Both,All,60-64,All,2.25,1.85,2.75,4455,198000
IN-UT,Uttarakhand,Both,All,60-64,None,3.15,2.58,3.84,1247,39600
IN-UT,Uttarakhand,Both,All,60-64,Primary,2.36,1.94,2.88,934,39600
IN-UT,Uttarakhand,Both,All,60-64,Middle,1.80,1.48,2.20,712,39600
IN-UT,Uttarakhand,Both,All,60-64,Secondary,1.35,1.11,1.65,534,39600
IN-UT,Uttarakhand,Both,All,60-64,Higher,1.01,0.83,1.23,399,39600
IN-UT,Uttarakhand,Both,All,65-69,All,3.75,3.08,4.58,7425,198000
IN-UT,Uttarakhand,Both,All,65-69,None,5.25,4.31,6.41,2079,39600
IN-UT,Uttarakhand,Both,All,65-69,Primary,3.94,3.23,4.81,1560,39600
IN-UT,Uttarakhand,Both,All,65-69,Middle,3.00,2.46,3.66,1188,39600
IN-UT,Uttarakhand,Both,All,65-69,Secondary,2.25,1.85,2.75,891,39600
IN-UT,Uttarakhand,Both,All,65-69,Higher,1.69,1.39,2.06,669,39600
IN-UT,Uttarakhand,Both,All,70-74,All,5.75,4.72,7.02,11385,198000
IN-UT,Uttarakhand,Both,All,70-74,None,8.05,6.60,9.82,3187,39600
IN-UT,Uttarakhand,Both,All,70-74,Primary,6.04,4.95,7.37,2391,39600
IN-UT,Uttarakhand,Both,All,70-74,Middle,4.60,3.77,5.61,1821,39600
IN-UT,Uttarakhand,Both,All,70-74,Secondary,3.45,2.83,4.21,1366,39600
IN-UT,Uttarakhand,Both,All,70-74,Higher,2.59,2.12,3.16,1025,39600
IN-UT,Uttarakhand,Both,All,75-79,All,8.50,6.97,10.37,16830,198000
IN-UT,Uttarakhand,Both,All,75-79,None,11.90,9.76,14.52,4712,39600
IN-UT,Uttarakhand,Both,All,75-79,Primary,8.92,7.31,10.88,3532,39600
IN-UT,Uttarakhand,Both,All,75-79,Middle,6.80,5.58,8.30,2692,39600
IN-UT,Uttarakhand,Both,All,75-79,Secondary,5.10,4.18,6.22,2019,39600
IN-UT,Uttarakhand,Both,All,75-79,Higher,3.83,3.14,4.67,1516,39600
IN-UT,Uttarakhand,Both,All,80-84,All,12.00,9.84,14.64,23760,198000
IN-UT,Uttarakhand,Both,All,80-84,None,16.80,13.78,20.50,6652,39600
IN-UT,Uttarakhand,Both,All,80-84,Primary,12.60,10.33,15.37,4989,39600
IN-UT,Uttarakhand,Both,All,80-84,Middle,9.60,7.87,11.71,3801,39600
IN-UT,Uttarakhand,Both,All,80-84,Secondary,7.20,5.90,8.78,2851,39600
IN-UT,Uttarakhand,Both,All,80-84,Higher,5.40,4.43,6.59,2138,39600
IN-UT,Uttarakhand,Both,All,85+,All,16.50,13.53,20.13,32670,198000
IN-UT,Uttarakhand,Both,All,85+,None,23.10,18.94,28.18,9147,39600
IN-UT,Uttarakhand,Both,All,85+,Primary,17.33,14.21,21.14,6862,39600
IN-UT,Uttarakhand,Both,All,85+,Middle,13.20,10.82,16.10,5227,39600
IN-UT,Uttarakhand,Both,All,85+,Secondary,9.90,8.12,12.08,3920,39600
IN-UT,Uttarakhand,Both,All,85+,Higher,7.42,6.08,9.05,2938,39600
IN-UT,Uttarakhand,Both,Urban,60+,All,4.10,3.36,5.00,14431,352000
IN-UT,Uttarakhand,Both,Urban,60+,None,5.74,4.71,7.00,4040,70400
IN-UT,Uttarakhand,Both,Urban,60+,Primary,4.31,3.53,5.26,3034,70400
IN-UT,Uttarakhand,Both,Urban,60+,Middle,3.28,2.69,4.00,2309,70400
IN-UT,Uttarakhand,Both,Urban,60+,Secondary,2.46,2.02,3.00,1731,70400
IN-UT,Uttarakhand,Both,Urban,60+,Higher,1.85,1.52,2.26,1302,70400
IN-UT,Uttarakhand,Both,Urban,60-64,All,1.85,1.52,2.26,1172,63360
IN-UT,Uttarakhand,Both,Urban,60-64,None,2.58,2.12,3.15,326,12672
IN-UT,Uttarakhand,Both,Urban,60-64,Primary,1.94,1.59,2.37,245,12672
IN-UT,Uttarakhand,Both,Urban,60-64,Middle,1.48,1.21,1.81,187,12672
IN-UT,Uttarakhand,Both,Urban,60-64,Secondary,1.11,0.91,1.35,140,12672
IN-UT,Uttarakhand,Both,Urban,60-64,Higher,1.00,0.82,1.22,126,12672
IN-UT,Uttarakhand,Both,Urban,65-69,All,3.08,2.53,3.76,1951,63360
IN-UT,Uttarakhand,Both,Urban,65-69,None,4.31,3.53,5.26,546,12672
IN-UT,Uttarakhand,Both,Urban,65-69,Primary,3.23,2.65,3.94,409,12672
IN-UT,Uttarakhand,Both,Urban,65-69,Middle,2.46,2.02,3.00,311,12672
IN-UT,Uttarakhand,Both,Urban,65-69,Secondary,1.85,1.52,2.26,234,12672
IN-UT,Uttarakhand,Both,Urban,65-69,Higher,1.38,1.13,1.68,174,12672
IN-UT,Uttarakhand,Both,Urban,70-74,All,4.71,3.86,5.75,2984,63360
IN-UT,Uttarakhand,Both,Urban,70-74,None,6.60,5.41,8.05,836,12672
IN-UT,Uttarakhand,Both,Urban,70-74,Primary,4.95,4.06,6.04,627,12672
IN-UT,Uttarakhand,Both,Urban,70-74,Middle,3.77,3.09,4.60,477,12672
IN-UT,Uttarakhand,Both,Urban,70-74,Secondary,2.83,2.32,3.45,358,12672
IN-UT,Uttarakhand,Both,Urban,70-74,Higher,2.12,1.74,2.59,268,12672
IN-UT,Uttarakhand,Both,Urban,75-79,All,6.97,5.72,8.50,4416,63360
IN-UT,Uttarakhand,Both,Urban,75-79,None,9.76,8.00,11.91,1236,12672
IN-UT,Uttarakhand,Both,Urban,75-79,Primary,7.32,6.00,8.93,927,12672
IN-UT,Uttarakhand,Both,Urban,75-79,Middle,5.58,4.58,6.81,707,12672
IN-UT,Uttarakhand,Both,Urban,75-79,Secondary,4.18,3.43,5.10,529,12672
IN-UT,Uttarakhand,Both,Urban,75-79,Higher,3.14,2.57,3.83,397,12672
IN-UT,Uttarakhand,Both,Urban,80-84,All,9.84,8.07,12.00,6234,63360
IN-UT,Uttarakhand,Both,Urban,80-84,None,13.78,11.30,16.81,1746,12672
IN-UT,Uttarakhand,Both,Urban,80-84,Primary,10.33,8.47,12.60,1309,12672
IN-UT,Uttarakhand,Both,Urban,80-84,Middle,7.87,6.45,9.60,997,12672
IN-UT,Uttarakhand,Both,Urban,80-84,Secondary,5.90,4.84,7.20,747,12672
IN-UT,Uttarakhand,Both,Urban,80-84,Higher,4.43,3.63,5.40,561,12672
IN-UT,Uttarakhand,Both,Urban,85+,All,13.53,11.09,16.51,8572,63360
IN-UT,Uttarakhand,Both,Urban,85+,None,18.94,15.53,23.11,2400,12672
IN-UT,Uttarakhand,Both,Urban,85+,Primary,14.21,11.65,17.34,1800,12672
IN-UT,Uttarakhand,Both,Urban,85+,Middle,10.82,8.87,13.20,1371,12672
IN-UT,Uttarakhand,Both,Urban,85+,Secondary,8.12,6.66,9.91,1028,12672
IN-UT,Uttarakhand,Both,Urban,85+,Higher,6.09,4.99,7.43,771,12672
IN-UT,Uttarakhand,Both,Rural,60+,All,6.10,5.00,7.44,45628,748000
IN-UT,Uttarakhand,Both,Rural,60+,None,8.54,7.00,10.42,12775,149600
IN-UT,Uttarakhand,Both,Rural,60+,Primary,6.40,5.25,7.81,9574,149600
IN-UT,Uttarakhand,Both,Rural,60+,Middle,4.88,4.00,5.95,7300,149600
IN-UT,Uttarakhand,Both,Rural,60+,Secondary,3.66,3.00,4.47,5475,149600
IN-UT,Uttarakhand,Both,Rural,60+,Higher,2.75,2.26,3.36,4114,149600
IN-UT,Uttarakhand,Both,Rural,60-64,All,2.75,2.26,3.36,3702,134640
IN-UT,Uttarakhand,Both,Rural,60-64,None,3.84,3.15,4.68,1034,26928
IN-UT,Uttarakhand,Both,Rural,60-64,Primary,2.88,2.36,3.51,775,26928
IN-UT,Uttarakhand,Both,Rural,60-64,Middle,2.20,1.80,2.68,592,26928
IN-UT,Uttarakhand,Both,Rural,60-64,Secondary,1.65,1.35,2.01,444,26928
IN-UT,Uttarakhand,Both,Rural,60-64,Higher,1.24,1.02,1.51,333,26928
IN-UT,Uttarakhand,Both,Rural,65-69,All,4.58,3.76,5.59,6166,134640
IN-UT,Uttarakhand,Both,Rural,65-69,None,6.40,5.25,7.81,1723,26928
IN-UT,Uttarakhand,Both,Rural,65-69,Primary,4.80,3.94,5.86,1292,26928
IN-UT,Uttarakhand,Both,Rural,65-69,Middle,3.66,3.00,4.47,985,26928
IN-UT,Uttarakhand,Both,Rural,65-69,Secondary,2.75,2.26,3.36,740,26928
IN-UT,Uttarakhand,Both,Rural,65-69,Higher,2.06,1.69,2.51,554,26928
IN-UT,Uttarakhand,Both,Rural,70-74,All,7.01,5.75,8.55,9438,134640
IN-UT,Uttarakhand,Both,Rural,70-74,None,9.82,8.05,11.98,2644,26928
IN-UT,Uttarakhand,Both,Rural,70-74,Primary,7.37,6.04,8.99,1984,26928
IN-UT,Uttarakhand,Both,Rural,70-74,Middle,5.61,4.60,6.84,1510,26928
IN-UT,Uttarakhand,Both,Rural,70-74,Secondary,4.21,3.45,5.14,1133,26928
IN-UT,Uttarakhand,Both,Rural,70-74,Higher,3.16,2.59,3.86,850,26928
IN-UT,Uttarakhand,Both,Rural,75-79,All,10.37,8.50,12.65,13962,134640
IN-UT,Uttarakhand,Both,Rural,75-79,None,14.52,11.91,17.71,3909,26928
IN-UT,Uttarakhand,Both,Rural,75-79,Primary,10.89,8.93,13.29,2932,26928
IN-UT,Uttarakhand,Both,Rural,75-79,Middle,8.30,6.81,10.13,2235,26928
IN-UT,Uttarakhand,Both,Rural,75-79,Secondary,6.22,5.10,7.59,1674,26928
IN-UT,Uttarakhand,Both,Rural,75-79,Higher,4.67,3.83,5.70,1257,26928
IN-UT,Uttarakhand,Both,Rural,80-84,All,14.64,12.00,17.86,19711,134640
IN-UT,Uttarakhand,Both,Rural,80-84,None,20.50,16.81,25.01,5520,26928
IN-UT,Uttarakhand,Both,Rural,80-84,Primary,15.37,12.60,18.75,4138,26928
IN-UT,Uttarakhand,Both,Rural,80-84,Middle,11.71,9.60,14.29,3153,26928
IN-UT,Uttarakhand,Both,Rural,80-84,Secondary,8.78,7.20,10.71,2364,26928
IN-UT,Uttarakhand,Both,Rural,80-84,Higher,6.59,5.40,8.04,1774,26928
IN-UT,Uttarakhand,Both,Rural,85+,All,20.13,16.51,24.56,27103,134640
IN-UT,Uttarakhand,Both,Rural,85+,None,28.18,23.11,34.38,7588,26928
IN-UT,Uttarakhand,Both,Rural,85+,Primary,21.14,17.33,25.79,5692,26928
IN-UT,Uttarakhand,Both,Rural,85+,Middle,16.10,13.20,19.64,4335,26928
IN-UT,Uttarakhand,Both,Rural,85+,Secondary,12.08,9.91,14.74,3252,26928
IN-UT,Uttarakhand,Both,Rural,85+,Higher,9.06,7.43,11.05,2439,26928
IN-UT,Uttarakhand,Male,All,60+,All,4.25,3.49,5.19,23375,550000
IN-UT,Uttarakhand,Male,All,60+,None,5.95,4.88,7.26,6545,110000
IN-UT,Uttarakhand,Male,All,60+,Primary,4.46,3.66,5.44,4906,110000
IN-UT,Uttarakhand,Male,All,60+,Middle,3.40,2.79,4.15,3740,110000
IN-UT,Uttarakhand,Male,All,60+,Secondary,2.55,2.09,3.11,2805,110000
IN-UT,Uttarakhand,Male,All,60+,Higher,1.91,1.57,2.33,2101,110000
IN-UT,Uttarakhand,Male,All,60-64,All,1.91,1.57,2.33,1890,99000
IN-UT,Uttarakhand,Male,All,60-64,None,2.68,2.20,3.27,530,19800
IN-UT,Uttarakhand,Male,All,60-64,Primary,2.01,1.65,2.45,397,19800
IN-UT,Uttarakhand,Male,All,60-64,Middle,1.53,1.25,1.87,302,19800
IN-UT,Uttarakhand,Male,All,60-64,Secondary,1.15,0.94,1.40,227,19800
IN-UT,Uttarakhand,Male,All,60-64,Higher,1.00,0.82,1.22,198,19800
IN-UT,Uttarakhand,Male,All,65-69,All,3.19,2.62,3.89,3158,99000
IN-UT,Uttarakhand,Male,All,65-69,None,4.46,3.66,5.44,883,19800
IN-UT,Uttarakhand,Male,All,65-69,Primary,3.35,2.75,4.09,663,19800
IN-UT,Uttarakhand,Male,All,65-69,Middle,2.55,2.09,3.11,504,19800
IN-UT,Uttarakhand,Male,All,65-69,Secondary,1.91,1.57,2.33,378,19800
IN-UT,Uttarakhand,Male,All,65-69,Higher,1.43,1.17,1.74,283,19800
IN-UT,Uttarakhand,Male,All,70-74,All,4.89,4.01,5.97,4841,99000
IN-UT,Uttarakhand,Male,All,70-74,None,6.84,5.61,8.34,1354,19800
IN-UT,Uttarakhand,Male,All,70-74,Primary,5.13,4.21,6.26,1015,19800
IN-UT,Uttarakhand,Male,All,70-74,Middle,3.91,3.21,4.77,774,19800
IN-UT,Uttarakhand,Male,All,70-74,Secondary,2.93,2.40,3.57,580,19800
IN-UT,Uttarakhand,Male,All,70-74,Higher,2.20,1.80,2.68,435,19800
IN-UT,Uttarakhand,Male,All,75-79,All,7.23,5.93,8.82,7157,99000
IN-UT,Uttarakhand,Male,All,75-79,None,10.11,8.29,12.33,2001,19800
IN-UT,Uttarakhand,Male,All,75-79,Primary,7.59,6.22,9.26,1502,19800
IN-UT,Uttarakhand,Male,All,75-79,Middle,5.78,4.74,7.05,1144,19800
IN-UT,Uttarakhand,Male,All,75-79,Secondary,4.33,3.55,5.28,857,19800
IN-UT,Uttarakhand,Male,All,75-79,Higher,3.25,2.67,3.97,643,19800
IN-UT,Uttarakhand,Male,All,80-84,All,10.20,8.36,12.44,10098,99000
IN-UT,Uttarakhand,Male,All,80-84,None,14.28,11.71,17.42,2827,19800
IN-UT,Uttarakhand,Male,All,80-84,Primary,10.71,8.78,13.07,2120,19800
IN-UT,Uttarakhand,Male,All,80-84,Middle,8.16,6.69,9.96,1615,19800
IN-UT,Uttarakhand,Male,All,80-84,Secondary,6.12,5.02,7.47,1211,19800
IN-UT,Uttarakhand,Male,All,80-84,Higher,4.59,3.76,5.60,908,19800
IN-UT,Uttarakhand,Male,All,85+,All,14.02,11.50,17.10,13879,99000
IN-UT,Uttarakhand,Male,All,85+,None,19.63,16.10,23.95,3886,19800
IN-UT,Uttarakhand,Male,All,85+,Primary,14.73,12.08,17.97,2916,19800
IN-UT,Uttarakhand,Male,All,85+,Middle,11.22,9.20,13.69,2221,19800
IN-UT,Uttarakhand,Male,All,85+,Secondary,8.41,6.90,10.26,1665,19800
IN-UT,Uttarakhand,Male,All,85+,Higher,6.31,5.17,7.70,1249,19800
IN-UT,Uttarakhand,Male,Urban,60+,All,3.49,2.86,4.26,6142,176000
IN-UT,Uttarakhand,Male,Urban,60+,None,4.88,4.00,5.95,1717,35200
IN-UT,Uttarakhand,Male,Urban,60+,Primary,3.66,3.00,4.47,1288,35200
IN-UT,Uttarakhand,Male,Urban,60+,Middle,2.79,2.29,3.40,982,35200
IN-UT,Uttarakhand,Male,Urban,60+,Secondary,2.09,1.71,2.55,735,35200
